species,taxid,accession,hit_subject,identity,query_coverage,alignment_length,e_value,bitscore
Macrosiphum osmaroniae,1656649,KR040402,"Macrosiphum osmaroniae voucher 10BBCHEM-0930 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.946,1.0,597,0.0,509.0
Cryptomyzus galeopsidis,1045803,KR040012,"Cryptomyzus galeopsidis voucher BIOUG00806-B12 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.946,1.0,597,0.0,509.0
Acyrthosiphon malvae,527516,MN319864,"Acyrthosiphon malvae voucher NIBGE APH-00474 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.946,1.0,597,0.0,509.0
Illinoia sp. BOLD-2016,1889686,KR569639,"Illinoia sp. BOLD-2016 voucher BIOUG09300-D08 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.946,1.0,597,0.0,509.0
Metopolophium sp. BOLD-2016,1889701,KR570878,"Metopolophium sp. BOLD-2016 voucher 10BBCHEM-0870 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.946,1.0,597,0.0,509.0
Illinoia richardsi,1656546,KR032810,"Illinoia richardsi voucher 10BBCHEM-0201 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.946,1.0,597,0.0,509.0
Illinoia paqueti,1304804,KR038757,"Illinoia paqueti voucher BIOUG02055-C11 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.946,1.0,597,0.0,509.0
Acyrthosiphon malvae,527516,MN320268,"Acyrthosiphon malvae voucher NIBGE APH-00483 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.946,1.0,597,0.0,509.0
Metopolophium sp. BOLD-2016,1889701,KR579419,"Metopolophium sp. BOLD-2016 voucher 10BBCHEM-0780 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.946,1.0,597,0.0,509.0
Aphidinae sp. BIOUG25623-H03,2061206,MG165135,"Aphidinae sp. BIOUG25623-H03 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.946,1.0,597,0.0,509.0
Cryptomyzus galeopsidis,1045803,HQ970634,"Cryptomyzus galeopsidis voucher CNC#HEM070087 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.946,1.0,597,0.0,509.0
Illinoia richardsi,1656546,KR044214,"Illinoia richardsi voucher 10BBCHEM-0202 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.946,1.0,597,0.0,509.0
Acyrthosiphon purshiae,527517,EU701285,"Acyrthosiphon purshiae voucher CNC#HEM028871 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.946,1.0,597,0.0,509.0
Acyrthosiphon lambersi,1425378,KF638721,"Acyrthosiphon lambersi voucher INRA CBGP ACOE1056/chasses1056-ACDA cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.946,1.0,597,0.0,509.0
Amphorophora nr. geranii BOLD:AAC4602,527520,EU701289,"Amphorophora nr. geranii BOLD:AAC4602 voucher CNC#HEM028840 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.946,1.0,597,0.0,509.0
Macrosiphum pseudocoryli,1656650,KR035956,"Macrosiphum pseudocoryli voucher CNC#HEM061335 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.946,1.0,597,0.0,509.0
Macrosiphum pseudocoryli,1656650,GU667451,"Macrosiphum pseudocoryli voucher CNC#HEM063177 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.946,1.0,597,0.0,509.0
Acyrthosiphon malvae,527516,MN319844,"Acyrthosiphon malvae voucher NIBGE APH-00314 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.946,1.0,597,0.0,509.0
Amphorophora nr. geranii BOLD:AAC4602,527520,EU701290,"Amphorophora nr. geranii BOLD:AAC4602 voucher CNC#HEM032928 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.946,1.0,597,0.0,509.0
Acyrthosiphon malvae,527516,MN320275,"Acyrthosiphon malvae voucher NIBGE APH-00448 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.946,1.0,597,0.0,509.0
Aphidinae sp. BIOUG27106-H02,2179474,MF837207,"Aphidinae sp. BIOUG27106-H02 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.946,1.0,597,0.0,509.0
Acyrthosiphon malvae,527516,MN320176,"Acyrthosiphon malvae voucher NIBGE APH-00479 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.946,1.0,597,0.0,509.0
Macrosiphum pseudocoryli,1656650,KR044834,"Macrosiphum pseudocoryli voucher BIOUG07601-A07 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.946,0.99,591,0.0,507.0
Macrosiphum pseudocoryli,1656650,KR037957,"Macrosiphum pseudocoryli voucher BIOUG09208-A01 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.946,0.99,591,0.0,507.0
Macrosiphum pseudocoryli,1656650,KR032153,"Macrosiphum pseudocoryli voucher BIOUG07501-H08 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.946,0.997,595,0.0,507.0
Corylobium avellanae,527634,KF639335,"Corylobium avellanae voucher INRA CBGP ACOE762/chasses762-ACDA cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.946,0.995,594,0.0,506.0
Macrosiphum pseudocoryli,1656650,KR039643,"Macrosiphum pseudocoryli voucher BIOUG06901-B04 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.946,0.988,590,0.0,506.0
Macrosiphum pseudocoryli,1656650,KR036302,"Macrosiphum pseudocoryli voucher BIOUG09300-A11 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.946,0.99,591,0.0,506.0
Macrosiphum pseudocoryli,1656650,KR042786,"Macrosiphum pseudocoryli voucher BIOUG07601-A02 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.946,0.99,591,0.0,506.0
Acyrthosiphon assiniboinense,1655837,KR033051,"Acyrthosiphon assiniboinense voucher BIOUG03941-B07 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.946,0.993,593,0.0,505.0
Acyrthosiphon malvae,527516,MN319900,"Acyrthosiphon malvae voucher NIBGE APH-00210 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.946,0.992,592,0.0,504.0
Macrosiphum pseudocoryli,1656650,KR031544,"Macrosiphum pseudocoryli voucher BIOUG07601-H04 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.946,0.99,591,0.0,504.0
Acyrthosiphon assiniboinense,1655837,KR040578,"Acyrthosiphon assiniboinense voucher BIOUG03938-D08 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.946,0.987,589,0.0,501.0
Acyrthosiphon purshiae,527517,HQ970768,"Acyrthosiphon purshiae voucher CNC#HEM069885 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.945,1.0,597,0.0,508.0
Metopolophium sp. BOLD-2016,1889701,KR578857,"Metopolophium sp. BOLD-2016 voucher 10BBCHEM-0531 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.945,1.0,597,0.0,507.0
Macrosiphum stanleyi,527755,EU701741,"Macrosiphum stanleyi voucher CNC#HEM051392 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.945,1.0,597,0.0,506.0
Metopolophium sp. BOLD-2016,1889701,KR561930,"Metopolophium sp. BOLD-2016 voucher 10BBCHEM-0867 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.945,1.0,597,0.0,506.0
Macrosiphum stanleyi,527755,KR032757,"Macrosiphum stanleyi voucher CNC#HEM057555 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.945,1.0,597,0.0,506.0
Illinoia richardsi,1656546,KR041411,"Illinoia richardsi voucher CNC#HEM056859 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.945,1.0,597,0.0,506.0
Illinoia menziesiae,1656545,KR035887,"Illinoia menziesiae voucher CNC#HEM072159 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.945,1.0,597,0.0,506.0
Illinoia goldamaryae,1053740,KR031384,"Illinoia goldamaryae voucher BIOUG09681-A01 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.945,1.0,597,0.0,506.0
Macrosiphum stanleyi,527755,JF883610,"Macrosiphum stanleyi voucher CNC#HEM070338 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.945,1.0,597,0.0,506.0
Illinoia spiraecola,527710,KR032529,"Illinoia spiraecola voucher 10BBCHEM-0935 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.945,1.0,597,0.0,506.0
Macrosiphum californicum,527745,KR034565,"Macrosiphum californicum voucher CNC#HEM028981 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.945,1.0,597,0.0,506.0
Illinoia goldamaryae,1053740,KR030887,"Illinoia goldamaryae voucher CNC#HEM062503 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.945,1.0,597,0.0,506.0
Macrosiphum californicum,527745,HQ971317,"Macrosiphum californicum voucher CNC#HEM068410 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.945,1.0,597,0.0,506.0
Macrosiphum stanleyi,527755,EU701740,"Macrosiphum stanleyi voucher CNC#HEM112723 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.945,1.0,597,0.0,506.0
Illinoia goldamaryae,1053740,GU668720,"Illinoia goldamaryae voucher CNC#HEM061252 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.945,1.0,597,0.0,506.0
Macrosiphum californicum,527745,KR036185,"Macrosiphum californicum voucher CNC#HEM057574 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.945,1.0,597,0.0,506.0
Illinoia goldamaryae,1053740,EU701706,"Illinoia goldamaryae voucher CNC#HEM113458 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.945,1.0,597,0.0,506.0
Illinoia sp. BOLD-2016,1889686,KR560827,"Illinoia sp. BOLD-2016 voucher BIOUG09300-G12 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.945,1.0,597,0.0,506.0
Aphidinae sp. BOLD:ABZ4541,1304551,KC502063,"Aphidinae sp. BOLD:ABZ4541 voucher CCDB-08110-E03 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.945,1.0,597,0.0,505.0
Illinoia sp. BOLD-2016,1889686,KR568699,"Illinoia sp. BOLD-2016 voucher BIOUG09300-D10 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.945,0.998,596,0.0,505.0
Illinoia goldamaryae,1053740,KR033045,"Illinoia goldamaryae voucher CNC#HEM057301 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.944,0.993,593,0.0,502.0
Illinoia goldamaryae,1053740,KR036856,"Illinoia goldamaryae voucher CNC#HEM057330 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.944,0.993,593,0.0,502.0
Illinoia sp. BOLD-2016,1889686,KR564611,"Illinoia sp. BOLD-2016 voucher BIOUG07601-C03 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.944,0.992,592,0.0,501.0
Acyrthosiphon malvae,527516,MN319916,"Acyrthosiphon malvae voucher NIBGE APH-00279 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.944,0.992,592,0.0,501.0
Macrosiphum hamiltoni,1656647,KR037710,"Macrosiphum hamiltoni voucher CNC#HEM070721 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.943,1.0,597,0.0,508.0
Macrosiphum pseudocoryli,1656650,KR035505,"Macrosiphum pseudocoryli voucher BIOUG09028-D08 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.943,1.0,597,0.0,504.0
Acyrthosiphon lactucae,527514,EU701271,"Acyrthosiphon lactucae voucher CNC#HEM055937 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.943,1.0,597,0.0,503.0
Acyrthosiphon churchillense,1304381,KR044087,"Acyrthosiphon churchillense voucher BIOUG02045-D09 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.943,1.0,597,0.0,503.0
Acyrthosiphon kondoi,34664,FJ982383,"Acyrthosiphon kondoi cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",0.943,1.0,597,0.0,503.0
Aulacorthum solani,202456,KR034655,"Aulacorthum solani voucher CNC#HEM113997 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.943,1.0,597,0.0,503.0
Illinoia crystleae,527706,KR035176,"Illinoia crystleae voucher CNC#HEM062514 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.943,1.0,597,0.0,503.0
Illinoia goldamaryae,1053740,KR034407,"Illinoia goldamaryae voucher BIOUG02022-D01 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.943,0.998,596,0.0,503.0
Acyrthosiphon churchillense,1304381,KR035161,"Acyrthosiphon churchillense voucher CNC#HEM057413 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.943,1.0,597,0.0,503.0
Aulacorthum solani,202456,KF639118,"Aulacorthum solani voucher INRA CBGP ACOE1349/chasses1349-ACDA cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.943,1.0,597,0.0,503.0
Illinoia menziesiae,1656545,GU668330,"Illinoia menziesiae voucher CNC#HEM063445 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.943,1.0,597,0.0,503.0
Aulacorthum corydalicola,866753,HM117764,"Aulacorthum corydalicola voucher 060408SH09 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",0.943,1.0,597,0.0,503.0
Metopolophium dirhodum,44670,MF040668,"Metopolophium dirhodum cytochrome oxidase subunit 1 gene, partial cds; mitochondrial",0.943,1.0,597,0.0,503.0
Acyrthosiphon assiniboinense,1655837,KR032982,"Acyrthosiphon assiniboinense voucher CNC#HEM057059 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.943,1.0,597,0.0,503.0
Illinoia crystleae,527706,EU701701,"Illinoia crystleae voucher CNC#HEM026213 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.943,1.0,597,0.0,503.0
Illinoia menziesiae,1656545,KR039275,"Illinoia menziesiae voucher 10BBCHEM-0161 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.943,1.0,597,0.0,503.0
Acyrthosiphon churchillense,1304381,KC502043,"Acyrthosiphon churchillense voucher CCDB-08110-B06 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.943,1.0,597,0.0,503.0
Illinoia crystleae,527706,GU668279,"Illinoia crystleae voucher CNC#HEM064066 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.943,1.0,597,0.0,503.0
Sitobion avenae,44664,GU978931,"Sitobion avenae isolate 050518S20 cytochrome oxidase subunit I gene, partial cds; mitochondrial",0.943,1.0,597,0.0,503.0
Acyrthosiphon lactucae,527514,GU668345,"Acyrthosiphon lactucae voucher CNC#HEM063354 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.943,1.0,597,0.0,503.0
Acyrthosiphon kondoi,34664,GU978860,"Acyrthosiphon kondoi isolate 050513J22 cytochrome oxidase subunit I gene, partial cds; mitochondrial",0.943,1.0,597,0.0,503.0
Macrosiphum stanleyi,527755,KR035083,"Macrosiphum stanleyi voucher CNC#HEM057567 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.941,1.0,597,0.0,502.0
Sitobion avenae,44664,KR038196,"Sitobion avenae voucher 10BBCHEM-0530 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.941,1.0,597,0.0,502.0
Aulacorthum solani,202456,KR031513,"Aulacorthum solani voucher CNC#HEM054346 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.941,1.0,597,0.0,501.0
Aulacorthum solani,202456,KR031269,"Aulacorthum solani voucher CNC#HEM114034 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.941,1.0,597,0.0,501.0
Aulacorthum solani,202456,KR042019,"Aulacorthum solani voucher CNC#HEM062451 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.941,1.0,597,0.0,501.0
Aulacorthum solani,202456,KR039323,"Aulacorthum solani voucher CNC#HEM061902 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.941,1.0,597,0.0,500.0
Aulacorthum solani,202456,JF969253,"Aulacorthum solani cytochrome oxidase subunit I gene, partial cds; mitochondrial",0.941,1.0,597,0.0,500.0
Acyrthosiphon sp. BIOUG20982-A07,2061060,MG167366,"Acyrthosiphon sp. BIOUG20982-A07 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.941,1.0,597,0.0,500.0
Aulacorthum solani,202456,KJ502199,"Aulacorthum solani voucher 031009SH15 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",0.941,1.0,597,0.0,500.0
Aulacorthum solani,202456,EU701525,"Aulacorthum solani voucher CNC#HEM055900 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.941,1.0,597,0.0,500.0
Aulacorthum solani,202456,KY606275,"Aulacorthum solani isolate Modipuram_CA4 cytochrome c oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.941,1.0,597,0.0,500.0
Aulacorthum muradachi,685725,FJ752009,"Aulacorthum muradachi cytochrome c oxidase subunit I gene, partial cds; mitochondrial",0.941,1.0,597,0.0,500.0
Macrosiphum insularis,1656392,HQ971325,"Macrosiphum insularis voucher CNC#HEM068422 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.941,1.0,597,0.0,500.0
Brachycaudus persicae,384670,DQ499031,"Brachycaudus persicae cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",0.941,1.0,597,0.0,500.0
Macrosiphum coryli,527746,KR030584,"Macrosiphum coryli voucher CNC#HEM056841 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.941,1.0,597,0.0,500.0
Aulacorthum pterinigrum,527538,EU701524,"Aulacorthum pterinigrum voucher CNC#HEM054308 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.941,1.0,597,0.0,500.0
Macrosiphum sp. BOLD-2016,1889697,KR569815,"Macrosiphum sp. BOLD-2016 voucher BIOUG05473-C03 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.941,1.0,597,0.0,500.0
Acyrthosiphon chelidonii,796218,GU978906,"Acyrthosiphon chelidonii isolate 070502W011 cytochrome oxidase subunit I gene, partial cds; mitochondrial",0.941,1.0,597,0.0,500.0
Aulacorthum solani,202456,HQ578885,"Aulacorthum solani voucher CNC#HEM049282 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.941,1.0,597,0.0,500.0
Aulacorthum solani,202456,KY606278,"Aulacorthum solani isolate Jalandhar_A3 cytochrome c oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.941,1.0,597,0.0,500.0
Aulacorthum solani,202456,MK814189,"Aulacorthum solani cytochrome oxidase subunit 1 (COX1) gene, partial cds; mitochondrial",0.941,1.0,597,0.0,500.0
Macrosiphum sp. A RGF-2008,527752,EU701736,"Macrosiphum sp. A RGF-2008 voucher CNC#HEM113740 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.941,1.0,597,0.0,500.0
Amphorophora nr. geranii RFBAE785-09,2568031,GU668718,"Amphorophora nr. geranii RFBAE785-09 voucher CNC#HEM063733 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",0.941,1.0,597,0.0,500.0
Brachycaudus persicae,384670,EU189648,"Brachycaudus persicae isolate 1696 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",0.941,1.0,597,0.0,500.0
